EFECTIVO,CXC,INVENTARIO,EQ_OFICINA,EQ_TRANSPORTE,TERRENOS_Y_CONSTRUCCIONES,CXP,CONTRIBUCIONES_X_PAGAR,ANTICIPOS_CTE,CAP_SOCIAL,UTILIDADES_ACUMULADAS,UTILIDAD_O_PERDIDA,TOTAL_VENTAS,TOTAL_COMPRAS,UTILIDAD_BRUTA,TOTAL_GASTOS
4028111.265,,,2073634.264,490926.7777,-5997624.586,38525828.64,,8038784.665,5732299.965,11200700.1,-3278862.08,92610981.66,47447071.26,11648331.03,13448687.23
818135.3392,29530150.14,12026272.12,,,-2024210.613,,344222.394,5921789.445,857090.9292,,-7368039.83,73735521.93,130060078.1,4482594.686,8185907.861
592220.3907,,4881334.7,809675.977,,-3735438.258,12257274.14,522193.8097,1413157.89,580471.9871,15049993.51,,110410978.6,98516762.15,11639596.94,12789104.45
1704014.378,20504662.16,20769207.93,298784.4617,532014.3643,-1394379.255,34994874.42,616216.2367,7776893.278,4590636.268,,-5368065.677,162587390.9,62949067.32,7471870.027,11154834.72
880527.7401,4507438.066,5686608.324,401691.5455,1047550.249,-1204505.118,2440358.668,788419.1216,,2355950.047,8561279.829,-2440526.861,,35215266.11,3722678.352,5558019.346
527815.7235,24482127.18,2908563.244,2984815.026,1632832.689,-3370905.651,22371080.71,239039.2452,,275901.3606,16557907.27,-3888790.496,118821097.3,115201467.2,10553951.08,19206087.72
239575.2206,12017221.28,2470677.711,1933601.673,2419466.147,-3136940.281,25044461.93,46915.73309,5142955.226,9757.530486,16022310.27,-3548833.298,161928065.7,82969929.25,21221757.88,6868698.304
932391.996,25024712.97,1762125.324,2465468.928,388932.4648,-5223156.38,26721826.93,,6401868.121,3227064.412,17173161.51,-6102023.887,59727054.02,35969108.96,1874710.093,5992389.231
932280.7807,20886347.06,3483884.797,16776216.79,1983142.498,,,,6155047.913,,9800763.442,-3612471.815,102643778.4,98302782.75,16222297.31,13388433.54
1026519.146,8688891.402,1331909.988,1695962.068,868536.4937,-3664208.289,15833453.31,160683.8573,,1591410.864,6708568.748,-3292033.247,54160162.04,29092132.4,3522579.987,5105190.693
112675.8513,15754509.83,5626517.983,329753.6336,995064.0206,,13576829.82,258434.3538,,,20655368.24,-5157395.657,111841957.1,43661188.67,8671723.914,4661007.602
986799.5522,,,201536.205,1761924.244,-5492736.169,9986042.003,202894.8346,3292153.868,1749721.644,15959393.94,-3264142.987,141548373.5,77238220.05,4553185.915,8626042.353
2507930.728,17824443.88,15756487.24,1989257.807,1968337.13,-2668308.183,19401772.82,1433976.832,11032659.75,3332540.201,16226384.28,-4556340.833,141606989.6,,10449517.33,9878236.899
555559.2242,15916620.41,3249773.711,352229.5723,2200307.659,-9409713.553,15181630.37,187448.6144,6929927.444,128661.1474,27567981.13,-4540687.192,269429649.5,59398652.04,,
,19712000.42,4203726.436,1643151.755,874205.2618,209340.3761,19274997.11,280649.093,1481603.988,90427.61444,16243212.24,,88317240.34,,8681878.877,10415786.19
944871.2476,7040885.401,186993.286,2812936.673,1452150.304,,8936959.031,210573.7788,4671319.301,326599.4922,13554483.58,-4027112.168,55178691.14,49144633.08,2638563.251,3248929.51
1511825.264,15001718.48,16265405.47,1636224.461,2495389.023,,15164767.57,687066.5262,2205438.358,,15235015.7,-3940739.326,,267777794.2,,19598708.09
566705.0322,9453477.239,1920850.497,360258.0448,215376.7759,-8701170.548,5290006.177,221922.819,1454735.328,60052.11047,18464470.31,-6691688.877,37427149.06,54808142.3,1820774.036,4827462.244
1280506.831,,9370128.839,3217339.053,294475.7031,,45132264.23,,3215856.873,1754662.046,,,99781202.78,141316229.8,12273456.54,23535377.4
177542.9292,30501429.02,5988558.842,215410.1902,,-2553829.043,21426707.95,242845.9604,1118760.791,265920.7919,,-3293766.622,187386552.7,,16524664.46,13755615.59
,,2329738.645,835784.8274,,-2400381.764,15189555.29,,283238.9842,186566.8375,,,58921629.99,14692984.74,7543205.362,16844086.9
,8166150.308,2533397.048,2600015.392,,-1897115.752,12735686.25,627450.1208,8358177.605,,,-4186653.759,31457739.66,8692229.261,,
1429378.182,15103026.61,12932873.28,2515103.035,3097786.475,-1134539.015,21075909.71,,12062512.17,488960.6456,23214150.79,-5646097.722,269186220.5,72383195.77,2474436.527,3999935.177
136860.4618,5620067.21,1054005.626,763495.8372,676436.2511,-542906.9474,5387051.61,,2453015.021,50760.74435,16184313.98,,,12963919.36,1766189.209,1770567.782
2078171.923,10723991.95,4330202.662,2779012.165,1430584.931,-2773359.782,19300062.67,157914.7247,1741449.301,825247.2422,4125989.399,-2545920.346,91439363.05,84655409.24,,14868478.28
1961312.621,5406393.852,1899772.981,1212941.639,77839.77763,-5609209.608,17528636.02,397256.9198,9934704.597,4298610.408,2019172.674,-6327417.015,8109599.656,45343678.17,3188443.214,3084022.131
277326.6521,18730006.12,12190096.13,,506986.2305,124721.3369,14981589.14,,,275277.8274,17905620.61,-5040826.506,,59229010.94,8205006.413,15167877.78
740558.8593,28690823.41,2538179.995,1461500.886,521981.6141,-4250459.93,20028367.91,477823.5898,2903401.618,3190787.664,,-2739736.365,63371913.54,33994949.56,,14175418.46
449188.4569,10154831.26,,720977.7967,,-95906.10399,14925744.45,203933.9616,1244733.097,339907.1703,,-3397378.187,93532346.22,,10495459.13,11156335.76
474958.0051,4907573.383,801219.1908,,493563.8079,-6860051.209,4557225.484,245382.3075,2864815.839,1121233.884,10045995.19,-3110229.06,40375626.96,,3896497.434,3050552.99
611304.8415,29925832.02,5381276.432,5886102.665,1817725.473,,36037139.97,,2869121.372,1718911.918,10491196.39,-2926628.763,111396274.6,,,22563938.02
1210849.944,26477577.05,7921178.57,,,,18410805.67,685248.4983,,1911029.812,18793725.12,-2358011.479,160793099.5,152039637.4,,25799284.83
,11694455.94,1156670.977,196741.7162,973018.6793,-8404721.618,6129997.513,,1310954.705,,21085658.74,-1931752.54,,21099631.64,3868959.83,
918970.1534,,3940895.843,1741061.374,1713971.577,-2796784.461,16683976.74,208465.7176,,,,-4157616.571,94589222.35,81448947.63,7437927.24,6042287.106
1178006.405,12318527.96,,4842729.533,337813.2562,-7568549.654,12041586.76,999259.5111,5244497.667,2001755.666,,-5796217.592,,36342168.9,1699978.643,3512360.15
321237.3049,5375181.009,2711825.371,123103.2357,475297.8846,-3800519.092,7400272.031,291635.7834,5006230.03,1178927.75,12358073.69,-5088020.652,,26022067.44,3264074.749,
,17397883.17,,,375082.5976,-4798884.318,14899761.06,220556.7609,3413732.817,,7114934.182,-3868854.512,42743133.76,44101152.31,3264606.904,
,36919862.96,2527949.995,11050532.44,,-4744564.386,39141231.27,305602.9683,7308129.434,2979603.267,7856685.09,-5052879.412,53543355.47,156060391.9,10632036.22,14082919.96
212230.9681,45209929.2,3008848.88,,3486805.241,-1952509.36,,340840.4466,2261058.027,2911.935524,,-5564319.722,302389274,122215850.7,12165505.42,13296722.24
322828.6028,25272596.29,3191941.075,495217.5738,436527.5623,-1369621.678,10148128.9,1026475.69,869226.1265,3029338.784,18375828.06,-2566069.166,74624098.51,18051059.73,4532458.494,13966736.86
6215324.706,18692929.39,4948300.348,915742.2356,1756957.006,-11521175.3,17052945.64,314106.7485,5638435.646,1443186.447,20509834.48,-3873848.933,207017738.8,87414786.45,3605657.729,9294796.578
,6539570.622,158060.6343,1262119.876,415098.3086,-7184408.575,5513472.151,191508.9763,1231381.172,34378.8481,16521155.29,,36323416.74,16587546.81,1717653.558,3151345.39
1327721.765,33045792.55,4920476.896,1739408.461,770809.335,,22485943.99,799300.6466,18497877.47,735787.5322,,-7295041.291,138374721.3,66998506.05,3299357.022,2303859.403
2312521.809,40924788.26,10883154.1,1491555.631,721508.1147,-3691857.958,41224429.48,483205.0435,,6999661.409,11900645.75,-3574374.601,,,16101192.42,16114215.84
989478.7092,26974014.23,1958901.407,3776691.824,521809.6214,-4409530.28,31818664.46,187153.2308,1892686.694,853986.2404,11510916.29,-6281651.959,56075770.83,93772854.52,3170805.898,13276875.63
964007.8371,26950061.99,11229805.08,529273.8593,295281.9097,-2446431.388,19762164.73,,1953632.082,1325182.707,19885076.63,-3347412.061,,22598069.44,11178932.25,14944191.91
607904.7692,7219976.602,2668970.371,3335623.951,,-318687.9198,18285686.46,193429.1018,5312034.517,,,-5825862.661,,48667100.75,3740274.195,3835553.502
207056.6574,13678125.17,3455338.441,321262.592,166847.6806,115876.1877,,,300008.9747,,10125234.57,-3681848.239,,17063642.06,7368128.238,
1400784.565,27503800.05,14754369.38,1966683.927,725979.8903,411804.7409,,468878.7967,4846170.986,1537502.626,13206871.5,-5798047.729,113172974.4,,6938994.226,
858239.5627,8466908.47,997748.0198,,1045325.081,-4073951.862,23062810.74,,,,4749856.655,,31128188.65,278449713.1,5056613.466,8520270.405
2345812.013,27249298.95,14067458.92,801002.457,275746.5519,,,,8640848.178,3346783.857,10042995.03,-6904903.397,69280047.88,156452250.5,9830360.038,10641504.45
873925.9923,2620928.722,190946.8566,848554.4576,,-10133183.73,3784058.697,139076.4126,4800853.688,299201.0978,9878171.73,-2587235.87,53717519.59,30477849.36,,1653635.945
1010828.494,13216221.63,7671967.128,1607616.61,482029.8515,-824733.0812,20515169.57,645436.7601,3935616.871,1536079.616,10205362.11,,,66578741.59,11037864.39,
870848.9819,7918270.782,1948621.199,2328967.736,2041266.678,-3554037.133,7433203.533,,3575873.121,955921.3466,11231842.04,-2211336.92,93653203.51,40804131.86,,5792674.945
,9206178.438,1795770.487,7640159.39,3081219.327,-3123082.587,19960333.42,359569.4987,9012327.019,1716001.795,7190839.746,-4419264.508,90546984.61,118556590.8,,4679580.037
1852415.416,,5721789.111,1596494.961,458186.4514,-6389315.232,24666791.01,663725.9153,3027992.396,1042798.649,18988501.19,-3054488.993,149120021.2,26753774.87,12589704.58,13471919.07
1643375.136,,3137292.434,,302349.0363,-2427199.136,27186661.98,941246.2263,3786814.399,,10138700.68,,44685797.51,31416836.08,9746699.431,12813382.78
2364757.023,36922363.01,10971608.52,1418151.079,,-6512385.977,45929202.44,1362537.81,16695984.74,7824956.84,19178820.95,-6706260.956,89634419.56,159300979.9,9753370.149,
396860.5491,19521587.69,,1296106.219,1493523.224,-3042712.039,20037170.85,,1464561.927,64325.61497,19348926.6,,,93954632.32,21978213.08,15788921.29
,4323735.336,,,692822.8749,-7621047.551,4613597.743,162749.0141,,66625.11423,18807959.11,-4793619.717,87578664.46,17158126.05,1444770.912,1294246.263
315635.9681,15377659.73,,212214.9228,552406.7355,650574.0507,12400185.03,301984.2344,6033903.855,1185850.657,14930651.21,-5453392.59,73109936.35,61637037.84,,6289775.463
2778163.339,,7535972.11,3366293.96,848003.6362,-5861333.072,50292878.21,363615.378,5761079.532,1955087.094,15724724.16,,156980739.6,85013438,20096586.63,19139011.46
,31984823.27,2495655.824,38699190.51,4627328.98,-10951624.6,40053284.65,209397.2287,10781972.46,1789933.538,7797667.999,-5163642.073,108242578.2,1358995894,13801970.96,17967907.6
6095769.342,22466876.91,,54763807.13,2879053.863,-6336063.052,33911056.41,454577.8052,6188781.458,1028023.223,6715614.122,-4048257.899,104771184.7,248365823.9,11599071.82,14998301.3
336885.994,30782667.62,2791394.367,,374210.822,-4778451.064,33847328.84,638581.9222,1603603.429,,27021651.29,,,,8792303.751,13186618.58
1049263.497,14445906.94,,,1129263.041,-2609843.853,21066110.54,162402.7435,3641112.491,710072.8607,,,59270950.2,,,12165844.08
312689.3722,15892210.8,2377577.728,1076226.326,964759.0219,-3218808.043,11741148.27,742109.5853,5345189.033,803881.3332,21631943.34,-6143416.281,82793689.45,41591623.69,1519694.785,3469082.995
2430524.996,,,514636.9392,1965243.761,-8526141.518,22430925.62,281971.2296,6971769.312,1744063.667,20820904.78,-5187074.069,,167034560.1,6167083.468,10438739.19
1643094.007,13015940.6,915124.1134,,690531.4499,-12198039.27,,200556.8555,5053405.184,508811.6636,14685289.71,-4749043.2,72560271.07,64819677.79,5619815.059,4322438.499
,11423701.28,2037255.583,516355.9298,444235.0309,-8747700.142,8271996.16,364072.0716,3477521.369,3332007.65,8839558.199,-2059304.177,40782376.86,,9106567.682,9268072.812
2933671.786,58841938.82,10098508,10969522.85,1225879.722,-3705741.024,44754668.95,1374372.045,2566296.938,4852223.938,14348828.85,-2934054.042,116085881.9,218077440.9,27834010.27,40653379.96
570993.4949,9311407.025,1599705.604,950616.2565,2036093.377,-4452520.382,9517317.471,399580.8453,4423943.008,1074741.906,,-3074143.619,126068786.3,30530377.73,2310467.309,4172396.182
1759856.149,30113385.36,7010336.259,1277074.163,1857487.087,,30585277.06,615568.2301,6805467.534,,21318087.01,-5649896.008,,339179152.3,,14101974.79
277823.0783,,,118012.9076,526305.7204,-489605.3739,5644697.92,,1978189.212,493408.3711,6686389.829,-2823188.414,55831539.89,,4555434.76,3520411.3
591840.8591,13985731.98,3139530.782,2313346.012,628801.9167,,19467430.25,237199.2252,2612383.09,110972.6706,13018251.05,-4884790.958,76269258.31,60051673.9,,8849469.956
,,770740.026,10849355.22,1073802.413,,,335806.6166,,1167562.008,7306864.58,-2751315.878,58789935.86,63780260.17,11117175.72,17307396.59
4901561.247,37289637.71,2526367.12,2010718.617,2500408.817,-14489534.82,23064026.96,619555.079,7342213.559,,,-4676152.175,192125981.5,571954216.8,,15609973.95
2626065.415,29560891.47,9400319.772,12062175.33,1475196.991,-1720344.195,48642332.89,3424713.281,8579178.81,6527362.473,11791503.64,-3856221.602,123989550.2,169778844.4,27557627.97,19593273.27
1875577.513,5028176.403,254244.004,12841043.84,1517023.513,-6426247.212,10057844.26,146073.5152,2367463.041,120770.6734,8006186.557,-2678932.38,50640629.51,27679098.08,1809598.13,
,,7466611.247,3893877.952,2534426.475,-532865.4289,20855263.66,,5114022.687,182234.0797,,-5787807.819,126427036.7,179777457.1,5407768.104,7702784.184
343137.8691,14624997.03,2091910.228,522656.4002,180231.5264,-2194105.14,15888477.06,,,2135187.176,6068260.978,-2447273.618,,28646351.29,18934578.37,12957683.53
2864775.897,27875520.62,20106221.45,581448.0031,193940.5573,-785183.0502,27549294.56,3695667.633,10301129,,7003481.01,-4546071.834,,,15810705.47,14855396.37
157675.26,7121581.924,4610747.974,54122.8856,554854.915,354649.5281,6334086.238,,1804337.639,1697283.677,,-2963128.117,,15822381.86,3781445.584,4913151.34
309426.6112,6851809.788,795123.2282,,1007924.179,,3331338.962,132845.8773,3030021.635,11756.60108,,-7786673.552,31589224.53,126180425.4,491297.9636,
390101.0569,12266766.23,7072453.439,163767.996,1162905.856,-3757054.16,14357518.96,213323.6355,2163333.904,648924.7899,14180713.87,-5391615.395,128428299.1,151436903.1,10626590.81,
1765866.837,11134268.94,2004188.118,5514912.511,1476655.575,-8908450.343,8997514.055,795760.9276,1810204.01,73348.02052,,-5718721.88,82595987.75,175922140,5773483.001,9135732.757
656176.1596,13494142.61,5381677.219,416532.333,338998.7888,,23263267.76,506979.6061,3613547.063,1101334.389,,-4850085.113,87555181.5,62354974.79,14749025.67,10772137.66
,5617413.145,5556198.691,907582.0651,864782.162,,,529429.1914,3724457.545,6509252.79,-3731005.236,,24882930.85,230094721.1,9604089.301,10780022.05
639308.6018,12007874.14,4438531.087,1006722.893,1326117.265,-1292260.887,15128208.88,274659.6108,1437040.121,945970.4968,,-3461313.974,94785656.56,80734946.99,8791090.696,12791869.69
,8477794.639,,1157497.493,492176.1501,-7500561.298,,,1686858.604,374416.4962,13604974.88,,56639961.96,17560486.39,11970279.83,
2074585.717,18015225.02,9894972.563,,708101.572,-2757594.236,23577473.79,647018.8789,12234022.8,2855531.475,15887131.32,-5128733.866,115067443.5,34794196.75,3810252.59,4865287.121
559180.7258,19130174.36,8847669.422,419694.3681,725090.2185,-1578954.313,23804426.99,414439.9599,3431705.158,3385440.731,9112590.681,-7602762.77,50302384.42,454147974.9,5444214.587,11392379.27
1093936.862,42319499.95,1128547.598,89098134.35,931295.009,-5001970.85,60529524.58,1329922.888,2811178.53,307270.9101,20861701.98,,97648032.91,112645372,,20681777.54
,5747519.092,,1525300.809,394795.3367,-1412590.376,13985674.61,375333.0234,1497209.898,1075763.134,6413995.974,-2727186.889,39731626.49,44887106.12,11378503.81,14776173.77
828678.8894,9052488.958,,1195232.696,370180.5558,-7203685.069,11540310.98,398494.2504,8128896.501,676919.7023,,,43005328.45,30444531.25,3981084.095,2203807.386
1153877.695,7494227.5,8786945.587,376216.142,361887.3654,-1604710.937,12910707.09,690492.0204,5879074.788,3656117.364,8348049.306,-6312873.811,40394226.17,79362051.65,3418901.814,5108526.664
4738306.956,34042546.24,,,1936744.932,-7094492.315,,918220.5797,7755814.676,5316189.931,11598279.82,-6134656.868,126177185,,11087056.85,16535746.82
,7680774.197,3786677.582,245509.4287,383901.0168,-4524361.619,7939255.958,197547.0635,3985516.084,1034405.352,8833280.892,-3487905.699,44823118.27,35232577.08,9979407.407,
,11730292.55,904482.0355,13264690.14,621444.4382,-3714132.566,27303176.36,424850.6987,7706512.82,380223.7441,,-5881824.755,45437502.54,44076697.14,6104132.07,3592398.471
1021578.851,8286544.825,,2813042.859,,142838.5117,16433411.82,196824.6776,2985817.425,1339218.339,2099002.386,-3513665.746,59691216.73,179383026.9,10922653.13,12415948.93
2635168.918,,89507.65329,13487472.45,1668634.487,,12091129.55,331742.2406,4602186.111,1324652.089,9251564.455,-3872544.798,35834172.65,101914545.1,2920791.821,7048382.473
757177.9293,17393010.21,13529073.34,3184597.239,1676629.324,631020.1379,,1609495.762,,767940.0898,17037343.98,-5626171.924,124338760.7,,16079358.12,15612579.23
10214789.91,,3489020.794,,632451.0011,-8892982.37,,2791829.928,13866039.41,14161339.88,15762952.72,-3575303.258,81933584.77,90353837.7,14515334.21,22466065.41
,7916136.921,1308321.798,1066380.371,663530.2697,-2258335.986,9306756.007,121035.9545,1199010.852,545814.4633,3472946.069,-3247664.352,35195391.07,41390928.1,,8023623.512
416651.7274,10694138.51,3331339.07,672160.6252,928285.3892,-6826015.054,6972743.756,261131.738,4354758.798,12630.10309,24699859.73,-7516859.315,96101033.86,75893787.51,974873.9547,2105439.303
559906.5161,9242242.925,7991314.957,96409.24796,98300.39343,-3053981.354,12845976.1,533481.9378,3515720.487,3207277.025,11125861.69,-6034019.427,,55749841.48,6945767.947,6773776.552
,28978867.61,12457717.47,648194.6452,801676.6109,-4148293.648,,584066.5617,5512598.862,1448495.208,17065213.06,,115965750.2,188395937.5,11786572.49,
257692.0172,3158799.777,408376.7055,194209.8284,931271.0183,-8675690.577,1771602.585,60902.98185,,30834.00514,15466904.89,-4659740.881,45963439.17,24244796.86,,798293.616
2059928.203,32721513.64,10047432.29,2940414.685,,-4325060.626,30639692.32,167514.8307,3122121.966,510294.6708,14865932.4,-4525284.554,197655222,200788764.2,11094526.48,18677870.52
1759434.323,33754250.13,663451.4406,8480318.198,856321.9689,-9820997.336,,581643.5003,,,,-4533065.328,80946192.5,73167142.88,7864084.846,11494059.67
2521064.371,14152890.21,1121904.573,1222451.367,,-12254539.93,,172757.9301,2337534.369,343422.3775,,-5000983.579,41206794.37,154149717.1,,
,17751395.19,5704093.621,309246.8002,149339.7633,-2509184.421,20690222.63,376660.2341,4559774.978,,7168950.796,-4019811.921,34361172.32,42489428.52,13563828.15,10544617.77
295942.6396,,3801905.448,,3547369.653,,44323238.59,154291.057,2792607.099,19349.6935,21808970.44,-4943063.316,246907131,,20254533.91,17910743.94
3893724.75,5279409.891,981.16692,17572908.06,3989010.768,-15457268.45,2497177.118,103003.8264,2402813.337,,17512275.72,-4050340.635,88304118.83,114754807.6,,1858752.018
880603.1169,33548132.99,,5241604.337,,-1727617.705,40219141.6,821297.6732,3154291.078,,16363951.59,-2394015.114,125722932.4,71698614.34,26753822.25,24554025.01
,27110504.07,3260819.725,4681079.702,,-3291876.047,37631572.26,,1861471.266,942635.7885,7126997.052,,65319000.56,101441507.9,23336845.77,
7443978.515,40763218.1,6408234.513,15071736.52,625792.7203,-7237901.682,60806363.1,,5220998.681,,9928204.334,-3351032.988,93409854.13,157169971.8,30629576.24,30421918.88
561168.1024,6438913.542,3867057.68,454589.0246,1949219.581,-3280783.289,,427294.9401,3954071.593,532328.4053,18236759.89,-5664180.434,105926635.4,58203467.03,523813.5404,2470879.4
